num_images_per_question,num_correct_edges,num_edges,num_1,num_1_correct,num_0,num_0_correct
3,45,60,22,13,38,32
3,35,60,22,4,38,29
3,42,60,18,0,42,42
3,51,60,20,14,40,37
3,56,60,13,10,47,45
3,44,60,20,12,40,32
3,38,60,21,6,39,32
3,51,60,24,17,36,32
3,44,60,19,12,41,33
3,28,60,18,3,42,24
3,48,60,21,13,39,35
3,45,60,22,10,38,34
3,52,60,18,12,42,42
3,43,60,25,14,35,28
3,48,60,21,14,39,37
3,42,60,23,11,37,31
3,25,60,20,19,40,7
3,50,60,15,6,45,45
3,42,60,25,15,35,28
3,22,60,19,16,41,6
3,39,60,26,11,34,28
3,40,60,19,3,41,38
3,39,60,20,11,40,28
3,45,60,18,11,42,34
3,33,60,15,4,45,29
3,43,60,20,15,40,29
3,46,60,18,9,42,38
3,50,60,17,9,43,43
3,47,60,23,16,37,29
3,46,60,17,11,43,36
3,38,60,13,6,47,32
3,51,60,17,8,43,42
3,49,60,21,10,39,38
3,50,60,18,8,42,42
3,52,60,21,14,39,37
3,43,60,23,8,37,36
3,32,60,16,5,44,27
3,40,60,23,10,37,29
3,38,60,11,7,49,33
3,35,60,20,7,40,28
3,48,60,22,10,38,38
3,42,60,20,7,40,35
3,43,60,20,11,40,31
3,43,60,18,8,42,36
3,25,60,20,18,40,13
3,32,60,22,7,38,24
3,47,60,13,1,47,47
3,44,60,23,12,37,33
3,33,60,17,6,43,28
3,34,60,16,6,44,28
3,33,60,19,6,41,28
3,38,60,25,8,35,29
3,26,60,25,10,35,15
3,29,60,21,16,39,13
3,45,60,22,13,38,32
3,30,60,20,7,40,22
3,47,60,19,8,41,39
3,49,60,25,16,35,32
3,46,60,19,12,41,32
3,49,60,18,13,42,36
3,43,60,20,11,40,34
3,44,60,24,14,36,31
4,41,90,28,16,62,26
4,64,90,26,9,64,52
4,50,90,34,13,56,35
4,44,90,34,7,56,37
4,56,90,29,5,61,53
4,61,90,34,22,56,43
4,62,90,31,10,59,52
4,35,90,32,11,58,22
4,56,90,35,9,55,49
4,52,90,31,6,59,47
4,30,90,30,29,60,3
4,49,90,30,9,60,39
4,41,90,31,9,59,31
4,46,90,19,13,71,36
4,64,90,28,11,62,54
4,59,90,33,7,57,49
4,79,90,30,24,60,54
4,50,90,32,13,58,39
4,56,90,29,7,61,49
4,50,90,24,8,66,40
4,55,90,32,13,58,41
4,55,90,32,23,58,36
4,73,90,26,17,64,54
4,76,90,21,10,69,66
4,53,90,20,10,70,46
4,42,90,26,9,64,32
4,61,90,31,16,59,42
4,52,90,28,7,62,47
4,61,90,29,13,61,46
4,55,90,23,9,67,41
4,53,90,31,11,59,40
4,64,90,30,10,60,53
4,56,90,30,6,60,52
4,56,90,25,7,65,49
4,36,90,36,34,54,5
4,52,90,35,6,55,48
4,48,90,26,7,64,42
4,68,90,27,11,63,56
4,64,90,31,8,59,57
4,51,90,31,15,59,36
4,42,90,38,13,52,29
4,49,90,40,11,50,38
4,50,90,33,5,57,47
4,69,90,34,15,56,50
4,50,90,40,3,50,50
4,28,90,27,23,63,8
4,66,90,38,15,52,49
4,65,90,27,9,63,54
4,65,90,32,9,58,53
4,59,90,21,8,69,53
4,68,90,29,10,61,55
4,53,90,30,6,60,49
4,63,90,31,10,59,51
4,49,90,28,12,62,42
4,44,90,38,27,52,17
4,74,90,24,15,66,56
4,53,90,23,6,67,47
4,61,90,29,9,61,50
4,52,90,29,11,61,43
4,49,90,34,10,56,40
4,53,90,31,13,59,40
4,52,90,33,23,57,29
4,46,90,25,3,65,41
4,60,90,29,12,61,47
4,43,90,24,14,66,31
4,44,90,36,15,54,28
4,62,90,31,9,59,52
4,64,90,35,14,55,48
4,46,90,28,16,62,26
4,76,90,26,18,64,56
4,66,90,33,17,57,45
4,56,90,26,7,64,52
4,41,90,27,13,63,27
4,62,90,25,12,65,51
4,62,90,23,6,67,57
4,54,90,41,9,49,45
4,53,90,32,14,58,38
4,58,90,23,6,67,52
4,57,90,28,8,62,48
4,56,90,25,7,65,50
4,55,90,20,7,70,49
4,58,90,26,15,64,48
4,51,90,26,19,64,34
4,49,90,30,6,60,43
4,53,90,26,6,64,49
4,51,90,31,14,59,38
4,54,90,30,6,60,47
4,78,90,26,16,64,60
4,68,90,33,21,57,48
4,40,90,39,13,51,32
4,69,90,28,19,62,51
4,57,90,25,18,65,38
4,73,90,27,11,63,61
4,71,90,30,13,60,59
