num_images_per_question,num_correct_edges,num_edges,num_1,num_1_correct,num_0,num_0_correct
4,79,90,28,17,62,59
4,85,90,32,28,58,56
4,86,90,28,24,62,62
4,74,90,32,23,58,53
4,79,90,29,22,61,56
4,87,90,27,24,63,62
4,77,90,31,22,59,55
4,85,90,25,21,65,61
4,70,90,31,12,59,58
4,67,90,31,13,59,54
4,72,90,26,15,64,56
4,79,90,31,30,59,50
4,77,90,27,18,63,59
4,75,90,29,24,61,49
4,74,90,27,17,63,57
4,72,90,32,23,58,49
4,75,90,26,15,64,62
4,72,90,28,13,62,60
4,72,90,26,11,64,62
4,81,90,23,15,67,65
4,67,90,28,13,62,53
4,73,90,26,19,64,55
4,84,90,25,19,65,63
4,71,90,30,16,60,55
4,70,90,31,15,59,55
4,50,90,22,16,68,37
4,71,90,30,15,60,57
4,81,90,30,20,60,57
4,79,90,29,22,61,55
4,73,90,29,18,61,53
4,63,90,29,11,61,51
4,63,90,30,10,60,55
4,86,90,24,21,66,65
4,79,90,38,28,52,51
4,66,90,34,17,56,49
4,60,90,29,10,61,51
4,79,90,34,26,56,52
4,78,90,30,18,60,60
4,60,90,31,18,59,42
4,60,90,26,14,64,47
4,54,90,34,14,56,42
4,72,90,24,13,66,57
4,84,90,31,26,59,55
4,70,90,25,11,65,61
4,76,90,28,19,62,56
4,69,90,31,15,59,54
4,68,90,36,27,54,41
4,62,90,31,10,59,52
4,82,90,36,27,54,53
4,80,90,26,17,64,63
4,67,90,35,15,55,53
4,68,90,29,13,61,54
4,72,90,34,19,56,53
4,68,90,38,20,52,48
4,68,90,35,16,55,53
4,77,90,33,23,57,52
4,68,90,28,19,62,50
4,75,90,20,13,70,62
5,79,120,40,14,80,63
5,87,120,38,12,82,75
5,102,120,36,23,84,78
5,92,120,39,21,81,74
5,88,120,48,34,72,56
5,86,120,38,7,82,80
5,90,120,44,15,76,72
5,104,120,40,26,80,78
5,109,120,46,35,74,70
5,103,120,39,23,81,80
5,93,120,36,17,84,77
5,73,120,46,35,74,40
5,106,120,38,30,82,77
5,92,120,42,16,78,73
5,86,120,46,24,74,60
5,109,120,39,31,81,77
5,110,120,33,25,87,84
5,108,120,37,24,83,81
5,99,120,34,20,86,80
5,88,120,39,18,81,72
5,84,120,40,34,80,55
5,34,120,34,31,86,10
5,88,120,37,22,83,62
5,77,120,42,17,78,59
5,108,120,39,29,81,79
5,86,120,33,18,87,67
5,94,120,37,29,83,68
5,78,120,38,10,82,70
5,86,120,34,25,86,63
5,106,120,31,17,89,88
5,55,120,39,32,81,28
5,98,120,49,35,71,62
5,93,120,39,17,81,77
5,79,120,42,22,78,58
5,88,120,40,28,80,63
5,64,120,37,16,83,54
5,93,120,41,28,79,67
5,83,120,37,12,83,70
5,92,120,36,25,84,73
5,99,120,35,18,85,82
5,58,120,42,14,78,54
5,98,120,30,15,90,81
5,83,120,39,17,81,66
5,81,120,39,3,81,79
5,67,120,38,17,82,54
5,89,120,37,19,83,69
5,84,120,50,21,70,64
5,110,120,38,31,82,77
5,41,120,41,40,79,9
5,92,120,44,23,76,68
5,92,120,36,12,84,79
5,86,120,44,20,76,67
5,96,120,45,25,75,71
5,103,120,34,19,86,83
5,93,120,36,11,84,83
5,95,120,35,15,85,83
5,85,120,41,30,79,59
5,85,120,34,23,86,65
5,96,120,35,19,85,77
5,93,120,48,34,72,60
5,68,120,32,19,88,53
5,39,120,39,36,81,10
5,77,120,44,4,76,73
5,86,120,42,29,78,60
5,87,120,39,24,81,68
5,80,120,44,22,76,66
5,39,120,39,39,81,13
5,99,120,52,41,68,56
5,95,120,42,25,78,72
5,111,120,42,31,78,76
5,105,120,36,23,84,82
5,42,120,42,37,78,10
5,102,120,36,25,84,77
5,100,120,40,32,80,72
5,83,120,41,14,79,73
5,90,120,42,18,78,72
5,89,120,45,36,75,58
5,105,120,42,29,78,73
5,106,120,39,32,81,72
5,92,120,40,22,80,69
5,90,120,41,18,79,73
5,83,120,36,14,84,70
5,96,120,36,28,84,71
5,104,120,36,25,84,80
