p,VI,type,num_edge_error,num_edge,edge_error_rate,num_ans_error,ans_error_rate,num_ans
0.95,0.11200306870969447,I_2,1284,6728,0.19084423305588585,1284,0.19084423305588585,6728
0.95,0.03736769012547597,I_3,714,6729,0.10610789121711993,511,0.22781988408381632,2243
0.95,0.0,I_4,367,6732,0.05451574569221628,221,0.19696969696969696,1122
0.95,0.03736769012547598,I_5,280,6730,0.041604754829123326,159,0.2362555720653789,673
0.95,0.0,I_6,137,6735,0.02034149962880475,75,0.16703786191536749,449
0.95,0.18679849733128112,I_2,1245,6728,0.1850475624256837,1245,0.1850475624256837,6728
0.95,0.03736769012547598,I_3,743,6729,0.11041759548224105,529,0.23584485064645563,2243
0.95,0.07470204636204081,I_4,344,6732,0.0510992275698158,227,0.20231729055258468,1122
0.95,0.0,I_5,262,6730,0.038930163447251115,147,0.21842496285289748,673
0.95,0.03736769012547598,I_6,145,6735,0.021529324424647365,72,0.1603563474387528,449
0.95,0.11206906972083024,I_2,1221,6728,0.18148038049940546,1221,0.18148038049940546,6728
0.95,0.03736769012547597,I_3,741,6729,0.11012037449843959,521,0.23227819884083817,2243
0.95,0.0,I_4,453,6732,0.06729055258467023,273,0.24331550802139038,1122
0.95,0.07470204636204081,I_5,268,6730,0.03982169390787518,153,0.22734026745913818,673
0.95,0.0,I_6,155,6735,0.02301410541945063,83,0.18485523385300667,449
1.0,0.16808650783178533,I_2,1169,6728,0.17375148632580262,1169,0.17375148632580262,6728
1.0,0.0,I_3,555,6729,0.08247882300490414,396,0.1765492643780651,2243
1.0,0.03736769012547598,I_4,309,6732,0.04590017825311943,199,0.17736185383244207,1122
1.0,0.0,I_5,153,6730,0.022734026745913818,89,0.13224368499257058,673
1.0,0.03736769012547598,I_6,111,6735,0.01648106904231626,52,0.11581291759465479,449
1.0,0.07476838409051992,I_2,1161,6728,0.17256242568370986,1161,0.17256242568370986,6728
1.0,0.03736769012547598,I_3,595,6729,0.08842324268093327,418,0.18635755684351316,2243
1.0,0.03736769012547598,I_4,293,6732,0.04352346999405823,195,0.17379679144385027,1122
1.0,0.0,I_5,167,6730,0.024814264487369984,99,0.14710252600297177,673
1.0,0.03736769012547598,I_6,83,6735,0.012323682256867112,43,0.0957683741648107,449
1.0,0.11203640259860567,I_2,1123,6728,0.1669143876337693,1123,0.1669143876337693,6728
1.0,0.0,I_3,564,6729,0.0838163174320107,392,0.17476593847525634,2243
1.0,0.0,I_4,290,6732,0.043077837195484255,186,0.1657754010695187,1122
1.0,0.03736769012547597,I_5,165,6730,0.02451708766716196,96,0.1426448736998514,673
1.0,0.0,I_6,81,6735,0.012026726057906459,38,0.08463251670378619,449
1.0,0.10279343670710975,I_2,1134,6728,0.16854934601664684,1134,0.16854934601664684,6728
1.0,0.03736769012547598,I_3,600,6729,0.08916629514043692,433,0.1930450289790459,2243
1.0,0.0,I_4,280,6732,0.041592394533571005,186,0.1657754010695187,1122
1.0,0.0,I_5,169,6730,0.02511144130757801,96,0.1426448736998514,673
1.0,0.0,I_6,120,6735,0.017817371937639197,53,0.11804008908685969,449
1.0,0.10279343670710975,I_2,1124,6728,0.1670630202140309,1124,0.1670630202140309,6728
1.0,0.0,I_3,556,6729,0.08262743349680488,402,0.1792242532322782,2243
1.0,0.0,I_4,310,6732,0.046048722519310754,204,0.18181818181818182,1122
1.0,0.03736769012547597,I_5,188,6730,0.027934621099554236,111,0.1649331352154532,673
1.0,0.03736769012547598,I_6,110,6735,0.016332590942835932,55,0.12249443207126949,449
